[2023-05-22 00:22:27] local.DEBUG: Request | 116.179.37.148 | /api/stores/info | {"token":null} 
[2023-05-22 00:22:28] local.DEBUG: Request | 116.179.37.101 | /api/stores/info | {"token":null} 
[2023-05-22 01:12:34] local.DEBUG: Request | 116.179.37.235 | /api/stores/info | {"token":null} 
[2023-05-22 01:12:35] local.DEBUG: Request | 116.179.37.48 | /api/stores/info | {"token":null} 
[2023-05-22 02:52:47] local.DEBUG: Request | 116.179.37.123 | /api/stores/info | {"token":null} 
[2023-05-22 02:52:48] local.DEBUG: Request | 116.179.37.231 | /api/stores/info | {"token":null} 
[2023-05-22 03:42:54] local.DEBUG: Request | 116.179.37.236 | /api/stores/info | {"token":null} 
[2023-05-22 03:42:55] local.DEBUG: Request | 116.179.37.40 | /api/stores/info | {"token":null} 
[2023-05-22 04:00:47] local.DEBUG: Request | 116.179.37.83 | /api/stores/info | {"token":null} 
[2023-05-22 04:00:48] local.DEBUG: Request | 116.179.37.231 | /api/stores/info | {"token":null} 
[2023-05-22 04:54:28] local.DEBUG: Request | 116.179.37.58 | /api/stores/info | {"token":null} 
[2023-05-22 04:54:29] local.DEBUG: Request | 116.179.37.216 | /api/stores/info | {"token":null} 
[2023-05-22 05:12:22] local.DEBUG: Request | 116.179.37.182 | /api/stores/info | {"token":null} 
[2023-05-22 05:12:23] local.DEBUG: Request | 116.179.37.234 | /api/stores/info | {"token":null} 
[2023-05-22 05:53:39] local.DEBUG: Request | 116.179.37.240 | /api/stores/info | {"token":null} 
[2023-05-22 05:53:40] local.DEBUG: Request | 116.179.37.165 | /api/stores/info | {"token":null} 
[2023-05-22 07:48:34] local.DEBUG: Request | 116.179.37.5 | /api/stores/info | {"token":null} 
[2023-05-22 07:48:36] local.DEBUG: Request | 116.179.37.158 | /api/stores/info | {"token":null} 
[2023-05-22 08:09:55] local.DEBUG: Request | 116.179.37.31 | /api/stores/info | {"token":null} 
[2023-05-22 08:09:56] local.DEBUG: Request | 116.179.37.189 | /api/stores/info | {"token":null} 
[2023-05-22 08:31:16] local.DEBUG: Request | 116.179.37.34 | /api/stores/info | {"token":null} 
[2023-05-22 08:31:17] local.DEBUG: Request | 116.179.37.146 | /api/stores/info | {"token":null} 
[2023-05-22 08:52:37] local.DEBUG: Request | 116.179.37.183 | /api/stores/info | {"token":null} 
[2023-05-22 08:52:39] local.DEBUG: Request | 116.179.37.156 | /api/stores/info | {"token":null} 
[2023-05-22 09:13:59] local.DEBUG: Request | 116.179.37.150 | /api/stores/info | {"token":null} 
[2023-05-22 09:14:00] local.DEBUG: Request | 116.179.37.46 | /api/stores/info | {"token":null} 
[2023-05-22 10:39:50] local.DEBUG: Request | 116.179.37.139 | /api/stores/info | {"token":null} 
[2023-05-22 10:39:51] local.DEBUG: Request | 116.179.37.47 | /api/stores/info | {"token":null} 
[2023-05-22 12:31:26] local.DEBUG: Request | 116.179.37.7 | /api/stores/info | {"token":null} 
[2023-05-22 12:31:27] local.DEBUG: Request | 116.179.37.15 | /api/stores/info | {"token":null} 
[2023-05-22 16:40:53] local.DEBUG: Request | 116.179.37.165 | /api/stores/info | {"token":null} 
[2023-05-22 16:40:54] local.DEBUG: Request | 116.179.37.119 | /api/stores/info | {"token":null} 
[2023-05-22 16:53:44] local.DEBUG: Request | 111.197.252.254 | /api/mall/categoryList | {"isnav":"1","token":"6858847d378ebb49ef0c1e007bd03e64"} 
[2023-05-22 16:53:44] local.DEBUG: Request | 111.197.252.254 | /api/current_film | {"type":"1","limit":"10","token":"6858847d378ebb49ef0c1e007bd03e64"} 
[2023-05-22 16:53:44] local.DEBUG: Request | 111.197.252.254 | /api/carousel | {"token":"6858847d378ebb49ef0c1e007bd03e64"} 
[2023-05-22 16:53:44] local.DEBUG: Request | 111.197.252.254 | /api/mall/categoryList | {"category_id":"17","token":"6858847d378ebb49ef0c1e007bd03e64"} 
[2023-05-22 16:53:45] local.DEBUG: Request | 111.197.252.254 | /api/carousel | {"category_id":"20","token":"6858847d378ebb49ef0c1e007bd03e64"} 
[2023-05-22 16:53:45] local.DEBUG: Request | 111.197.252.254 | /api/mall/productList | {"page":"1","limit":"10","city_code":"undefined","city_name":"undefined","category_id":"20","lng":null,"lat":null,"ordering":"0","token":"6858847d378ebb49ef0c1e007bd03e64"} 
[2023-05-22 16:53:45] local.DEBUG: Request | 111.197.252.254 | /api/user/wxlogin | {"code":"0b3dQN0w3UUsF03pyO0w3o502V3dQN0z","token":"6858847d378ebb49ef0c1e007bd03e64"} 
[2023-05-22 16:53:45] local.DEBUG: Request | 111.197.252.254 | /api/mall/productList | {"page":"1","limit":"10","city_code":"110105","city_name":"北京市","category_id":"20","lng":null,"lat":null,"ordering":"0","token":"6858847d378ebb49ef0c1e007bd03e64"} 
[2023-05-22 16:53:46] local.DEBUG: Request | 111.197.252.254 | /api/current_film | {"type":"2","limit":"10","city_code":"110105","city_name":"北京市","token":"6858847d378ebb49ef0c1e007bd03e64"} 
[2023-05-22 16:53:46] local.DEBUG: Request | 111.197.252.254 | /api/mall/activeList | {"token":"6858847d378ebb49ef0c1e007bd03e64"} 
[2023-05-22 16:53:46] local.DEBUG: Request | 111.197.252.254 | /api/user/info | {"token":"6858847d378ebb49ef0c1e007bd03e64"} 
